"id","match_id","quarter","clock","team1_score","team2_score","player_name","action","team1_p1_name","team1_p2_name","team1_p3_name","team1_p4_name","team1_p5_name","team2_p1_name","team2_p2_name","team2_p3_name","team2_p4_name","team2_p5_name"
4667788,128109,2,"01:32",38,50,Shields Shavon,PERSONAL_FOUL,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
4667794,128109,2,"01:12",39,50,Bolmaro Leandro,TWO_POINT_MISSED,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667795,128109,2,"01:12",39,50,Nebo Josh,OFFENSIVE_REBOUND,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667796,128109,2,"01:08",39,50,Nebo Josh,TWO_POINT_MISSED,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667799,128109,2,"01:02",39,50,Brooks Armoni,DEFENSIVE_REBOUND,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667800,128109,2,"00:48",39,52,Bolmaro Leandro,TWO_POINT_MADE,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667802,128109,2,"00:24",39,52,Nebo Josh,DEFENSIVE_REBOUND,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667803,128109,2,"00:03",39,52,Guduric Marko,THREE_POINT_MISSED,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
4667811,128109,3,"09:37",39,54,Bolmaro Leandro,TWO_POINT_MADE,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667813,128109,3,"09:21",39,54,Nebo Josh,DEFENSIVE_REBOUND,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667814,128109,3,"09:00",39,54,Ellis Quinn,TURNOVER,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667816,128109,3,"08:56",39,54,Nebo Josh,PERSONAL_FOUL,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667819,128109,3,"08:44",39,54,Bolmaro Leandro,DEFENSIVE_REBOUND,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667820,128109,3,"08:41",39,57,Brooks Armoni,THREE_POINT_MADE,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667821,128109,3,"08:41",39,57,Ellis Quinn,ASSIST,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667825,128109,3,"08:11",39,57,Ellis Quinn,TURNOVER,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667827,128109,3,"08:06",39,57,Ellis Quinn,PERSONAL_FOUL,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667830,128109,3,"08:01",39,57,Ricci Giampaolo,STEAL,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667831,128109,3,"07:53",39,60,Ricci Giampaolo,THREE_POINT_MADE,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667832,128109,3,"07:53",39,60,Brooks Armoni,ASSIST,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667835,128109,3,"07:21",41,60,Ricci Giampaolo,PERSONAL_FOUL_RECEIVED,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667836,128109,3,"07:21",41,61,Ricci Giampaolo,FREE_THROW_MADE,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667837,128109,3,"07:21",41,61,Ricci Giampaolo,FREE_THROW_MISSED,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667840,128109,3,"07:11",41,61,Bolmaro Leandro,DEFENSIVE_REBOUND,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667841,128109,3,"07:05",41,61,Bolmaro Leandro,TURNOVER,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667842,128109,3,"06:53",41,61,Ricci Giampaolo,PERSONAL_FOUL,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Nebo Josh,Brooks Armoni
4667848,128109,3,"06:53",41,61,Bolmaro Leandro,DEFENSIVE_REBOUND,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667849,128109,3,"06:38",41,64,Mannion Nico,THREE_POINT_MADE,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667850,128109,3,"06:10",41,64,Bolmaro Leandro,PERSONAL_FOUL,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Wheatle Carl,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667860,128109,3,"05:43",44,64,Mannion Nico,TURNOVER,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
4667863,128109,3,"05:28",44,64,Nebo Josh,DEFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
4667864,128109,3,"05:12",44,64,Ricci Giampaolo,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
4667869,128109,3,"04:34",47,64,Shields Shavon,PERSONAL_FOUL_RECEIVED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Nebo Josh,Brooks Armoni
4667872,128109,3,"04:23",47,64,Mannion Nico,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Ricci Giampaolo,Mannion Nico,Shields Shavon,Guduric Marko,Nebo Josh
4667876,128109,3,"04:01",47,64,Mannion Nico,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Mannion Nico,Shields Shavon,Guduric Marko,Nebo Josh
4667880,128109,3,"03:46",49,64,Guduric Marko,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Mannion Nico,Shields Shavon,Guduric Marko,Nebo Josh
4667888,128109,3,"03:20",52,66,Shields Shavon,TWO_POINT_MADE,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
4667889,128109,3,"03:02",52,66,LeDay Zach,PERSONAL_FOUL,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
4667895,128109,3,"02:39",54,66,LeDay Zach,PERSONAL_FOUL,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
4667896,128109,3,"02:39",54,66,LeDay Zach,TURNOVER,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,LeDay Zach,Diop Ousmane,Mannion Nico,Shields Shavon,Guduric Marko
4667904,128109,3,"02:12",56,66,Diop Ousmane,PERSONAL_FOUL_RECEIVED,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667905,128109,3,"02:07",56,66,Diop Ousmane,PERSONAL_FOUL,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667906,128109,3,"02:07",56,66,Diop Ousmane,TURNOVER,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667909,128109,3,"01:55",56,66,Shields Shavon,DEFENSIVE_REBOUND,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667910,128109,3,"01:31",56,66,Guduric Marko,TWO_POINT_MISSED,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667913,128109,3,"00:59",58,66,Bolmaro Leandro,THREE_POINT_MISSED,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667916,128109,3,"00:49",58,66,Bolmaro Leandro,DEFENSIVE_REBOUND,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667917,128109,3,"00:27",58,66,Mannion Nico,TURNOVER,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667919,128109,3,"00:04",61,66,Shields Shavon,PERSONAL_FOUL,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Mannion Nico,Shields Shavon,Guduric Marko
4667927,128109,3,"00:02",62,66,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,Candi Leonardo,Nikolic Stefan,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667928,128109,3,"00:01",62,66,Mannion Nico,THREE_POINT_MISSED,Candi Leonardo,Nikolic Stefan,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667932,128109,4,"09:36",62,66,Bolmaro Leandro,DEFENSIVE_REBOUND,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667934,128109,4,"09:14",62,66,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667935,128109,4,"09:08",62,66,Bolmaro Leandro,TURNOVER,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667937,128109,4,"09:04",62,66,Guduric Marko,PERSONAL_FOUL,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667941,128109,4,"08:58",62,66,Diop Ousmane,PERSONAL_FOUL_RECEIVED,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667942,128109,4,"08:43",62,69,Ricci Giampaolo,THREE_POINT_MADE,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667943,128109,4,"08:43",62,69,Guduric Marko,ASSIST,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667945,128109,4,"08:06",65,71,Bolmaro Leandro,TWO_POINT_MADE,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667947,128109,4,"07:52",65,71,Diop Ousmane,BLOCK,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667949,128109,4,"07:52",65,71,Ricci Giampaolo,DEFENSIVE_REBOUND,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667950,128109,4,"07:34",65,74,Ricci Giampaolo,THREE_POINT_MADE,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667951,128109,4,"07:34",65,74,Mannion Nico,ASSIST,Horton Chris,Candi Leonardo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667955,128109,4,"07:23",65,74,TeamB Player,DEFENSIVE_REBOUND,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667957,128109,4,"07:23",65,74,Ricci Giampaolo,PERSONAL_FOUL_RECEIVED,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667958,128109,4,"07:09",65,76,Diop Ousmane,TWO_POINT_MADE,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667959,128109,4,"07:09",65,76,Mannion Nico,ASSIST,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667960,128109,4,"07:02",65,76,Mannion Nico,PERSONAL_FOUL,Horton Chris,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667965,128109,4,"06:51",65,76,Ricci Giampaolo,STEAL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667966,128109,4,"06:33",65,76,Guduric Marko,TURNOVER,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667971,128109,4,"06:12",68,76,Bolmaro Leandro,PERSONAL_FOUL_RECEIVED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667972,128109,4,"06:08",68,76,Bolmaro Leandro,TURNOVER,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
4667975,128109,4,"06:01",68,76,Nebo Josh,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667980,128109,4,"05:45",69,76,Guduric Marko,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667983,128109,4,"05:32",69,76,Ricci Giampaolo,DEFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667984,128109,4,"05:18",69,76,Guduric Marko,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667985,128109,4,"05:18",69,76,Ricci Giampaolo,OFFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667986,128109,4,"05:05",69,76,Nebo Josh,TWO_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667988,128109,4,"05:05",69,76,Nebo Josh,BLOCK_AGAINST,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667989,128109,4,"05:05",69,76,TeamB Player,OFFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
4667992,128109,4,"05:04",69,76,Brooks Armoni,TURNOVER,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667993,128109,4,"04:57",69,76,Bolmaro Leandro,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667997,128109,4,"04:44",69,76,Mannion Nico,PERSONAL_FOUL_RECEIVED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667998,128109,4,"04:25",69,76,Bolmaro Leandro,TWO_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4667999,128109,4,"04:25",69,76,Nebo Josh,OFFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4668000,128109,4,"04:18",69,78,Nebo Josh,TWO_POINT_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4668001,128109,4,"04:10",69,78,Ricci Giampaolo,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4668005,128109,4,"04:10",70,78,Nebo Josh,DEFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4668006,128109,4,"03:52",70,78,Mannion Nico,TWO_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
4668013,128109,4,"03:34",73,78,Brooks Armoni,PERSONAL_FOUL_RECEIVED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
4668014,128109,4,"03:34",73,79,Brooks Armoni,FREE_THROW_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
4668015,128109,4,"03:34",73,79,Brooks Armoni,FREE_THROW_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
4668018,128109,4,"03:18",76,79,Shields Shavon,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
4668023,128109,4,"03:04",77,82,Brooks Armoni,THREE_POINT_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668024,128109,4,"03:04",77,82,Bolmaro Leandro,ASSIST,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668025,128109,4,"02:49",77,82,Brooks Armoni,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668029,128109,4,"02:33",78,82,Bolmaro Leandro,THREE_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668032,128109,4,"01:59",80,84,Bolmaro Leandro,TWO_POINT_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668036,128109,4,"01:24",82,84,Brooks Armoni,PERSONAL_FOUL_RECEIVED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668037,128109,4,"01:24",82,85,Brooks Armoni,FREE_THROW_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668038,128109,4,"01:24",82,86,Brooks Armoni,FREE_THROW_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668039,128109,4,"01:24",82,87,Brooks Armoni,FREE_THROW_MADE,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668041,128109,4,"01:10",82,87,Ricci Giampaolo,DEFENSIVE_REBOUND,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668042,128109,4,"00:52",82,87,Brooks Armoni,TURNOVER,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668045,128109,4,"00:39",82,87,Nebo Josh,PERSONAL_FOUL,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668049,128109,4,"00:17",83,87,Bolmaro Leandro,TWO_POINT_MISSED,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
4668059,128109,4,"00:04",85,88,Brooks Armoni,FREE_THROW_MADE,Candi Leonardo,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Brooks Armoni
